,Player,Nation,Pos,Squad,Comp,Age,Playing Time_MP,Playing Time_Min,Performance_GA,Performance_GA90,Performance_Save%,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Born,Performance_CrdY,Performance_CrdR,Goals_FK,Goals_CK,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Att,Launched_Cmp%,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Passes_Att,Passes_Launch%,Passes_AvgLen,Sweeper_#OPA/90,Sweeper_AvgDist,Crosses_Opp,Crosses_Stp%,Comp_Score,psxg_score,saving_ability_score_17_18,Distribution_Score_17_18,Ball_Quality_Score_17_18,Positioning_Score_17_18,Sweeper_Score_17_18
0,Antonio Adán,es ESP,GK,Betis,es La Liga,30,30,2700.0,53.0,1.77,62.1,9.0,30.0,4.0,3.0,1.0,0.0,1987.0,4,0,0.0,5.0,41.8,0.29,-7.2,-0.24,490.0,35.9,253.0,59.7,44.4,1002.0,33.8,32.8,0.73,14.6,468.0,3.6,80,0.2655172413793104,58.97923875432526,54.912226670773016,77.52957233848954,70.77442578383778,57.64043787810198
1,René Adler,de GER,GK,Mainz 05,de Bundesliga,32,14,1260.0,18.0,1.29,67.9,4.0,28.6,2.0,1.0,0.0,1.0,1985.0,0,0,0.0,5.0,14.0,0.25,-4.0,-0.29,216.0,36.1,117.0,76.9,54.9,322.0,39.1,36.3,1.57,15.4,209.0,9.1,50,0.19195402298850578,57.52595155709343,71.92870341854018,40.4049135577798,44.704028820105364,70.04588666200256
2,Adrián,es ESP,GK,West Ham,eng Premier League,30,19,1710.0,29.0,1.53,70.8,6.0,31.6,1.0,1.0,0.0,0.0,1987.0,2,0,1.0,6.0,27.8,0.29,-0.2,-0.01,445.0,34.6,184.0,90.2,59.3,383.0,72.8,47.7,1.63,16.0,316.0,4.1,100,0.10459770114942529,60.640138408304495,80.20788420080072,43.73521383075523,43.33423380253189,72.73488620930902
3,Alisson,br BRA,GK,Roma,it Serie A,24,37,3330.0,28.0,0.76,81.5,17.0,45.9,5.0,3.0,2.0,0.0,1992.0,1,0,0.0,2.0,35.4,0.23,7.4,0.2,416.0,51.2,252.0,42.5,41.0,1069.0,28.9,32.1,2.43,18.9,469.0,3.6,60,0.7143999999999999,75.48442906574394,56.90175546658453,81.18744313011828,77.42962499117033,91.6504794435985
4,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,30,17,1475.0,29.0,1.77,62.7,3.0,18.8,1.0,1.0,0.0,0.0,1986.0,0,0,0.0,4.0,23.3,0.31,-4.7,-0.29,285.0,38.6,129.0,65.9,50.6,494.0,40.5,36.3,1.1,14.1,214.0,3.7,80,0.2080459770114943,47.35294117647059,65.4342469972282,49.79526842584168,43.92503068913578,60.27387958352196
6,Nícolas Andrade,br BRA,GK,Hellas Verona,it Serie A,29,36,3240.0,71.0,1.97,72.1,7.0,19.4,8.0,6.0,2.0,0.0,1988.0,2,1,4.0,9.0,64.5,0.25,-4.5,-0.13,878.0,41.3,399.0,81.2,55.0,1038.0,53.4,41.1,0.89,12.7,728.0,6.7,60,0.20344827586206898,47.9757785467128,77.7971974129966,79.49499545040946,61.16020206146992,53.18716819622206
8,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,24,34,3060.0,25.0,0.74,76.5,17.0,50.0,3.0,1.0,1.0,1.0,1993.0,0,0,2.0,5.0,26.2,0.24,2.2,0.07,102.0,51.0,240.0,15.8,29.3,659.0,9.7,22.8,1.47,16.1,404.0,5.4,45,0.4232,79.74048442906575,35.0,58.80345768880801,48.26908501511071,71.21013210420182
9,Kepa Arrizabalaga,es ESP,GK,Athletic Club,es La Liga,22,30,2700.0,43.0,1.43,69.1,7.0,23.3,3.0,1.0,2.0,0.0,1994.0,3,0,3.0,5.0,43.4,0.3,3.4,0.11,644.0,49.4,206.0,81.6,58.1,843.0,56.5,42.2,0.73,13.4,395.0,5.8,80,0.49039999999999995,52.0242214532872,87.29904527255927,68.84895359417652,39.32397036279046,53.65508868677723
10,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,28,23,2070.0,30.0,1.3,71.0,6.0,26.1,6.0,3.0,3.0,0.0,1989.0,3,0,1.0,2.0,32.0,0.29,2.0,0.09,346.0,35.8,200.0,73.5,52.8,454.0,43.8,37.4,1.13,12.8,399.0,6.5,80,0.412,54.930795847750865,68.33692639359407,47.611464968152866,63.13228687994108,56.304580435408866
11,Mariano Barbosa,ar ARG,GK,Villarreal,es La Liga,33,13,1125.0,14.0,1.12,72.9,5.0,41.7,1.0,1.0,0.0,0.0,1984.0,0,0,0.0,2.0,13.8,0.28,-0.2,-0.01,152.0,30.3,105.0,78.1,54.1,230.0,30.4,32.4,0.4,10.0,243.0,2.1,80,0.10459770114942529,71.12456747404845,67.07499230058515,35.382165605095544,50.56083321719508,38.533478743981235
12,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,27,34,3060.0,48.0,1.41,69.4,10.0,29.4,4.0,3.0,1.0,0.0,1990.0,0,0,1.0,9.0,42.6,0.27,-3.4,-0.1,590.0,37.8,261.0,62.5,47.9,1181.0,36.2,33.4,0.82,12.5,480.0,7.7,50,0.1781609195402299,58.35640138408304,60.87234370187865,87.30209281164696,57.93397683471395,51.71056422074982
13,Asmir Begović,ba BIH,GK,Bournemouth,eng Premier League,30,38,3420.0,61.0,1.61,65.3,6.0,15.8,3.0,2.0,1.0,0.0,1987.0,2,0,2.0,7.0,54.8,0.31,-5.2,-0.14,647.0,34.5,328.0,81.4,55.5,832.0,45.7,38.9,0.47,10.2,611.0,5.7,100,0.2195402298850575,44.238754325259514,73.01663073606404,68.2484076433121,67.81616491759276,40.01008271945347
14,Vid Belec,si SVN,GK,Benevento,it Serie A,27,13,1113.0,27.0,2.18,67.6,1.0,7.7,3.0,3.0,0.0,0.0,1990.0,1,1,1.0,1.0,28.9,0.36,3.9,0.32,171.0,31.6,108.0,55.6,43.4,264.0,42.0,37.4,0.73,11.4,209.0,6.2,60,0.5184,35.83044982698962,48.96288882044965,37.23839854413103,43.352294096422135,47.01284003456932
17,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,24,28,2520.0,36.0,1.29,70.8,7.0,25.0,5.0,3.0,2.0,0.0,1993.0,3,0,1.0,0.0,37.1,0.29,3.1,0.11,262.0,38.9,232.0,54.7,43.9,542.0,24.9,29.2,0.14,11.1,445.0,2.9,45,0.4736,53.78892733564014,54.8236834000616,52.415832575068244,70.40726344546881,39.16930737890448
18,Etrit Berisha,al ALB,GK,Atalanta,it Serie A,28,31,2790.0,34.0,1.1,66.7,8.0,25.8,2.0,1.0,1.0,0.0,1989.0,0,0,2.0,2.0,33.3,0.32,-0.7,-0.02,412.0,44.4,233.0,81.5,54.0,609.0,36.5,34.5,0.81,14.1,396.0,4.5,60,0.11609195402298851,54.61937716262976,79.38712657838003,56.073703366696996,53.30469968556761,56.9083089839088
20,Albano Bizzarri,ar ARG,GK,Udinese,it Serie A,39,32,2880.0,52.0,1.62,65.0,8.0,25.0,5.0,2.0,2.0,1.0,1977.0,0,1,1.0,9.0,44.5,0.29,-3.5,-0.11,576.0,43.9,300.0,72.0,48.8,791.0,45.5,38.0,0.94,13.1,525.0,4.8,60,0.18045977011494255,53.78892733564014,70.25947028025868,66.01000909918108,61.191817121387714,55.0958887197004
21,Rubén Blanco,es ESP,GK,Celta Vigo,es La Liga,22,22,1941.0,31.0,1.44,67.4,4.0,18.2,4.0,3.0,0.0,1.0,1995.0,3,1,0.0,4.0,26.2,0.28,-4.8,-0.22,415.0,33.0,151.0,75.5,55.2,660.0,45.6,38.8,0.93,13.8,325.0,1.8,80,0.2103448275862069,46.73010380622837,69.2331382814906,58.85805277525023,55.397059188508614,57.304621589365816
24,Yassine Bounou,ma MAR,GK,Girona,es La Liga,26,30,2655.0,46.0,1.56,69.8,9.0,30.0,5.0,4.0,0.0,1.0,1991.0,2,0,2.0,2.0,44.5,0.3,-0.5,-0.02,635.0,35.6,243.0,89.7,60.8,633.0,65.9,46.0,0.98,14.4,411.0,2.2,80,0.11149425287356322,58.97923875432526,82.24052971974129,57.38398544131029,53.51855952928689,59.87756697806494
26,Alberto Brignoli,it ITA,GK,Benevento,it Serie A,25,13,1126.0,31.0,2.48,58.6,1.0,9.1,4.0,2.0,0.0,2.0,1991.0,2,0,0.0,6.0,26.0,0.35,-5.0,-0.4,263.0,33.1,116.0,69.0,51.1,384.0,47.7,39.4,2.16,16.3,204.0,9.8,60,0.21494252873563222,37.28373702422145,62.81336618417001,43.78980891719745,42.40892056334371,79.88209391332977
27,Gianluigi Buffon,it ITA,GK,Juventus,it Serie A,39,21,1862.0,14.0,0.68,80.4,11.0,52.4,4.0,3.0,1.0,0.0,1978.0,1,0,0.0,2.0,17.5,0.25,5.5,0.26,191.0,44.0,150.0,38.7,36.8,474.0,28.1,31.9,0.92,14.0,242.0,1.2,60,0.608,82.23183391003461,45.712965814598086,48.70336669699727,49.85762722866127,57.852792295979256
28,Roman Bürki,ch SUI,GK,Dortmund,de Bundesliga,26,33,2969.0,43.0,1.3,72.4,12.0,36.4,3.0,3.0,0.0,0.0,1990.0,4,0,2.0,3.0,45.5,0.3,2.5,0.08,481.0,33.9,237.0,62.4,49.7,1050.0,31.7,32.4,1.15,14.0,404.0,9.9,50,0.44,65.62283737024221,59.502617801047116,80.15013648771611,55.57281295759266,60.522037943948305
29,Ludovic Butelle,fr FRA,GK,Angers,fr Ligue 1,34,19,1653.0,22.0,1.2,72.1,4.0,21.1,3.0,3.0,0.0,0.0,1983.0,0,0,1.0,1.0,19.6,0.25,-0.4,-0.02,314.0,28.3,145.0,86.9,54.7,390.0,48.2,38.6,1.36,16.2,255.0,8.6,45,0.10919540229885058,49.740484429065745,69.53726516784724,44.11737943585077,50.19122720269721,70.26564879213137
30,Jack Butland,eng ENG,GK,Stoke City,eng Premier League,24,35,3150.0,61.0,1.74,72.1,6.0,17.1,5.0,5.0,0.0,0.0,1993.0,0,0,0.0,8.0,61.7,0.29,2.7,0.08,969.0,38.9,338.0,90.2,62.4,934.0,71.1,48.4,1.11,13.7,609.0,4.1,100,0.4512,45.58823529411765,86.5683708038189,73.81710646041856,80.71197840401224,59.061484011687725
34,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,25,34,3060.0,48.0,1.41,72.5,8.0,23.5,9.0,6.0,3.0,0.0,1992.0,1,0,1.0,4.0,50.4,0.28,4.4,0.13,654.0,37.9,288.0,67.0,52.0,1043.0,44.2,38.0,0.88,12.1,522.0,10.9,50,0.5464,52.231833910034595,66.66384354789037,79.76797088262057,75.73905929923771,51.07843944195234
35,Petr Čech,cz CZE,GK,Arsenal,eng Premier League,35,34,3039.0,48.0,1.42,68.1,11.0,32.4,6.0,5.0,1.0,0.0,1982.0,1,0,0.0,6.0,45.9,0.3,-2.1,-0.06,414.0,36.0,225.0,60.4,47.2,809.0,34.4,34.4,1.54,14.4,426.0,7.7,100,0.14827586206896554,61.470588235294116,57.96042500769941,66.99272065514103,66.4648883831837,66.37659986007655
37,Leandro Chichizola,ar ARG,GK,Las Palmas,es La Liga,27,27,2430.0,47.0,1.74,70.5,4.0,14.8,3.0,3.0,0.0,0.0,1990.0,2,0,1.0,4.0,50.8,0.33,4.8,0.18,443.0,35.2,230.0,53.9,47.1,907.0,35.2,34.1,2.11,17.0,376.0,6.1,80,0.5688,43.200692041522494,54.68355404989221,72.34303912647862,55.87563788538016,81.62661014856579
39,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,30,37,3316.0,58.0,1.57,67.4,10.0,27.0,3.0,2.0,1.0,0.0,1987.0,2,0,3.0,7.0,50.5,0.29,-6.5,-0.18,599.0,46.2,296.0,72.3,49.0,813.0,47.4,39.3,0.62,11.9,606.0,3.6,60,0.24942528735632186,55.86505190311419,72.37603942100398,67.21110100090992,57.69407656724597,47.39680645294045
40,Alex Cordaz,it ITA,GK,Crotone,it Serie A,34,38,3420.0,66.0,1.74,70.0,5.0,13.2,8.0,6.0,1.0,1.0,1983.0,2,0,3.0,13.0,63.7,0.29,-2.3,-0.06,916.0,34.1,355.0,92.1,58.6,824.0,71.5,47.8,0.84,13.8,691.0,1.2,60,0.15287356321839082,41.53979238754325,79.8875885432707,67.81164695177435,52.77953841248872,56.26013416189967
42,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,30,36,3240.0,45.0,1.25,66.7,10.0,27.8,8.0,4.0,4.0,0.0,1987.0,1,0,4.0,5.0,38.7,0.25,-5.3,-0.15,629.0,37.5,295.0,79.0,54.9,875.0,45.3,38.9,0.94,14.5,475.0,6.3,45,0.22183908045977013,56.695501730103814,73.85278718817369,70.59599636032758,40.63897357966099,59.74546277624594
43,Thibaut Courtois,be BEL,GK,Chelsea,eng Premier League,25,35,3150.0,34.0,0.97,69.8,15.0,42.9,2.0,2.0,0.0,0.0,1992.0,2,0,0.0,2.0,31.6,0.29,-0.4,-0.01,430.0,35.6,248.0,50.8,45.3,949.0,32.0,33.8,0.69,13.2,446.0,5.8,100,0.10919540229885058,72.37024221453287,52.0480443486295,74.63603275705186,76.23398008022131,52.52664718712704
44,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,23,29,2536.0,47.0,1.67,68.5,7.0,24.1,10.0,6.0,2.0,2.0,1994.0,0,0,4.0,1.0,43.7,0.28,-2.3,-0.08,484.0,45.2,255.0,85.5,56.9,548.0,48.5,38.6,0.53,10.6,454.0,5.7,60,0.15287356321839082,52.85467128027682,84.37711733908222,52.74340309372157,46.5619099619894,42.034857401539156
46,Iván Cuéllar,es ESP,GK,Leganés,es La Liga,33,35,3150.0,43.0,1.23,72.7,14.0,40.0,6.0,5.0,1.0,0.0,1984.0,4,0,3.0,4.0,44.4,0.28,1.4,0.04,894.0,34.8,258.0,96.1,63.8,859.0,75.2,49.4,1.34,15.7,481.0,6.0,80,0.37839999999999996,69.3598615916955,87.01262704034492,69.72247497725205,51.486070091504224,68.3729783118647
50,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,25,36,3240.0,49.0,1.36,63.7,10.0,27.8,4.0,4.0,0.0,0.0,1992.0,1,0,2.0,2.0,44.7,0.34,-1.3,-0.04,888.0,37.6,216.0,95.4,70.1,942.0,72.4,51.4,2.69,19.0,339.0,6.2,80,0.1298850574712644,56.695501730103814,95.0,74.25386715195631,47.88741334972634,95.0
52,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,18,38,3420.0,42.0,1.11,69.7,12.0,31.6,3.0,2.0,0.0,1.0,1999.0,2,0,0.0,4.0,38.9,0.28,-2.1,-0.05,392.0,44.4,267.0,45.3,37.8,968.0,28.0,29.7,1.03,14.1,487.0,3.3,60,0.14827586206896554,60.640138408304495,49.581151832460726,75.67333939945405,74.9348225757492,59.461500473270505
54,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,28,12,1080.0,11.0,0.92,70.3,4.0,33.3,1.0,0.0,1.0,0.0,1989.0,0,0,0.0,0.0,14.2,0.36,3.2,0.26,198.0,30.8,93.0,80.6,56.0,255.0,48.2,38.5,1.08,12.9,184.0,7.1,100,0.47919999999999996,62.40484429065744,70.27794887588541,36.74704276615105,51.433301960095534,56.05642207498251
56,Ederson,br BRA,GK,Manchester City,eng Premier League,23,36,3194.0,26.0,0.73,67.5,16.0,44.4,2.0,0.0,2.0,0.0,1993.0,1,0,1.0,1.0,23.9,0.28,-0.1,0.0,230.0,47.8,160.0,53.1,46.1,935.0,15.5,26.2,2.45,18.8,265.0,7.2,100,0.10229885057471265,73.92733564013841,63.302279026793954,73.87170154686078,50.42100912369394,91.55047532820281
57,Rob Elliot,ie IRL,GK,Newcastle Utd,eng Premier League,31,16,1440.0,21.0,1.31,68.8,3.0,18.8,2.0,1.0,1.0,0.0,1986.0,0,0,0.0,3.0,18.8,0.27,-1.2,-0.07,371.0,41.5,159.0,82.4,55.8,378.0,63.5,44.1,0.94,13.2,258.0,5.8,100,0.12758620689655173,47.35294117647059,79.19541114875267,43.46223839854413,52.51886689792498,55.428001152310785
59,Łukasz Fabiański,pl POL,GK,Swansea City,eng Premier League,32,38,3420.0,56.0,1.47,72.1,9.0,23.7,6.0,3.0,3.0,0.0,1985.0,0,0,1.0,5.0,59.5,0.28,5.5,0.14,812.0,38.8,358.0,87.7,59.9,914.0,54.5,42.2,0.58,11.4,615.0,6.8,100,0.608,52.43944636678201,83.10209424083769,72.72520473157415,81.53007535304441,45.27202765545907
60,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,28,34,3015.0,37.0,1.1,73.2,12.0,35.3,6.0,3.0,2.0,1.0,1988.0,1,0,1.0,3.0,35.3,0.25,-0.7,-0.02,476.0,39.9,236.0,63.6,47.4,714.0,45.7,38.3,0.54,10.9,456.0,11.6,50,0.11609195402298851,64.48096885813149,62.47228210655989,61.80618744313012,70.81699920389615,43.1472488579777
62,Raúl Fernández,es ESP,GK,Levante,es La Liga,29,11,990.0,15.0,1.36,71.7,3.0,27.3,0.0,0.0,0.0,0.0,1988.0,0,0,1.0,3.0,16.3,0.31,1.3,0.11,248.0,43.5,95.0,94.7,62.8,228.0,69.3,47.8,1.55,17.8,185.0,4.3,80,0.37279999999999996,56.1764705882353,92.33292269787496,35.2729754322111,35.0,77.78447672743735
63,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,29,20,1800.0,30.0,1.5,69.1,4.0,20.0,1.0,0.0,1.0,0.0,1988.0,0,0,1.0,2.0,25.8,0.26,-4.2,-0.21,343.0,29.4,146.0,87.7,59.1,360.0,59.7,43.4,0.7,14.1,258.0,3.9,100,0.19655172413793107,48.59861591695502,74.94995380351092,42.479526842584164,45.28054547433092,55.63171323922795
64,Ben Foster,eng ENG,GK,West Brom,eng Premier League,34,37,3330.0,55.0,1.49,64.2,10.0,27.0,1.0,1.0,0.0,0.0,1983.0,2,0,2.0,7.0,45.7,0.3,-7.3,-0.2,904.0,38.3,338.0,95.6,65.7,811.0,71.6,48.5,0.73,12.8,592.0,6.3,100,0.267816091954023,55.86505190311419,91.39359408684938,67.10191082802547,66.03220497860829,51.66241409111487
66,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,26,37,3330.0,28.0,0.76,80.7,18.0,48.6,1.0,1.0,0.0,0.0,1990.0,0,0,1.0,5.0,38.5,0.28,12.5,0.34,613.0,37.8,290.0,77.6,55.8,799.0,48.6,39.6,0.57,12.8,483.0,3.3,100,1.0,78.28719723183391,74.4048352325223,66.44676979071883,64.12060114432774,49.80554755339726
70,Heurelho Gomes,br BRA,GK,Watford,eng Premier League,36,24,2128.0,40.0,1.69,63.0,5.0,20.8,3.0,3.0,0.0,0.0,1981.0,0,0,1.0,7.0,36.0,0.34,-3.0,-0.13,483.0,41.2,179.0,78.8,56.5,566.0,60.4,42.3,0.76,12.2,342.0,4.4,100,0.16896551724137931,49.42906574394463,78.21989528795811,53.72611464968153,44.328466345043246,50.01790197127453
71,Alfred Gomis,sn SEN,GK,SPAL,it Serie A,23,26,2261.0,43.0,1.71,73.6,3.0,12.0,7.0,6.0,1.0,0.0,1993.0,0,0,1.0,5.0,44.8,0.27,3.8,0.15,486.0,33.1,221.0,67.0,48.8,571.0,59.2,44.1,0.8,13.8,415.0,3.1,60,0.5127999999999999,40.294117647058826,59.81444410224822,53.99909008189263,56.20057044564635,55.795917527470266
74,Vicente Guaita,es ESP,GK,Getafe,es La Liga,30,33,2970.0,26.0,0.79,77.5,12.0,36.4,3.0,1.0,1.0,1.0,1987.0,1,0,0.0,1.0,35.8,0.31,9.8,0.3,797.0,30.5,284.0,96.8,64.1,710.0,73.5,49.2,1.03,15.0,479.0,4.4,80,0.8488,65.62283737024221,84.19926085617492,61.587807097361235,81.27856762396411,62.45051236676406
75,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,27,33,2970.0,52.0,1.58,68.0,6.0,18.2,5.0,5.0,0.0,0.0,1990.0,1,0,0.0,8.0,47.1,0.29,-4.9,-0.15,545.0,40.9,206.0,74.3,50.6,895.0,43.8,36.0,1.0,13.9,440.0,8.2,50,0.21264367816091956,46.73010380622837,70.53895903911302,71.68789808917197,64.03514884469485,58.449113132227666
76,Régis Gurtner,fr FRA,GK,Amiens,fr Ligue 1,30,37,3330.0,41.0,1.11,78.4,11.0,29.7,4.0,4.0,0.0,0.0,1986.0,2,0,0.0,3.0,48.9,0.27,7.9,0.21,909.0,36.2,361.0,95.0,58.9,894.0,63.3,43.9,0.68,12.6,634.0,4.9,45,0.7424,58.667820069204154,82.96427471512163,71.63330300272975,95.0,50.41791843285732
78,Samir Handanović,si SVN,GK,Inter,it Serie A,33,38,3420.0,30.0,0.79,76.1,17.0,44.7,2.0,2.0,0.0,0.0,1984.0,0,0,1.0,1.0,30.5,0.25,4.5,0.12,280.0,45.4,312.0,41.3,35.9,808.0,18.7,26.1,0.61,14.0,546.0,3.7,60,0.552,74.23875432525952,46.967200492762544,66.93812556869882,80.31957747312435,54.2551133791514
79,Joe Hart,eng ENG,GK,West Ham,eng Premier League,30,19,1710.0,39.0,2.05,61.5,4.0,21.1,5.0,4.0,1.0,0.0,1987.0,0,0,0.0,4.0,32.8,0.32,-6.2,-0.33,469.0,37.3,155.0,97.4,67.0,441.0,72.1,49.1,0.58,13.0,284.0,1.4,100,0.24252873563218394,49.740484429065745,92.56621496766246,46.901728844404005,50.43899305270515,50.5858265772254
81,Wayne Hennessey,wls WAL,GK,Crystal Palace,eng Premier League,30,27,2430.0,41.0,1.52,68.5,7.0,25.9,1.0,1.0,0.0,0.0,1987.0,1,0,1.0,7.0,38.2,0.3,-0.8,-0.03,587.0,38.5,227.0,92.1,65.2,554.0,68.2,47.3,0.81,13.4,435.0,7.1,100,0.11839080459770115,54.72318339100346,89.69510317215892,53.070973612374885,56.7473429794903,54.58352195563604
83,Marwin Hitz,ch SUI,GK,Augsburg,de Bundesliga,29,32,2880.0,42.0,1.31,74.2,9.0,28.1,2.0,1.0,1.0,0.0,1987.0,2,0,2.0,11.0,42.0,0.26,0.0,0.0,552.0,47.8,267.0,58.1,44.6,881.0,45.1,37.8,0.53,12.5,440.0,6.6,50,0.0,57.00692041522491,63.821989528795804,70.92356687898089,40.09636293172408,48.34499362113667
84,Timo Horn,de GER,GK,Köln,de Bundesliga,24,34,3060.0,70.0,2.06,69.2,5.0,14.7,9.0,8.0,1.0,0.0,1993.0,0,0,0.0,7.0,66.5,0.29,-3.5,-0.1,746.0,40.5,299.0,83.9,57.3,787.0,62.9,44.1,0.91,13.7,592.0,4.2,50,0.18045977011494255,43.09688581314879,80.44271635355713,65.7916287534122,81.010297803937,56.74040083954072
85,Lukáš Hrádecký,fi FIN,GK,Eint Frankfurt,de Bundesliga,27,34,3060.0,45.0,1.32,67.7,7.0,20.6,3.0,2.0,0.0,1.0,1989.0,1,0,2.0,7.0,41.3,0.3,-1.7,-0.05,662.0,40.9,241.0,77.2,56.1,1058.0,45.0,37.2,1.74,15.2,483.0,9.5,50,0.13908045977011496,49.221453287197235,76.97105020018478,80.58689717925387,55.63955586186356,71.35458249310672
88,Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,32,31,2790.0,44.0,1.42,72.1,7.0,22.6,6.0,5.0,0.0,1.0,1984.0,2,0,0.0,7.0,35.8,0.22,-7.2,-0.23,761.0,37.6,249.0,88.0,57.9,882.0,61.5,44.0,0.48,11.9,483.0,7.7,50,0.2655172413793104,51.29757785467128,80.35263319987679,70.97816196542311,70.81386824385598,45.77204823243755
89,Karl-Johan Johnsson,se SWE,GK,Guingamp,fr Ligue 1,27,38,3420.0,59.0,1.55,68.4,11.0,28.9,7.0,5.0,2.0,0.0,1990.0,0,0,0.0,5.0,50.5,0.26,-7.5,-0.2,705.0,41.8,308.0,81.5,58.6,867.0,52.4,41.2,0.55,12.9,547.0,4.9,45,0.27241379310344827,57.83737024221453,81.7724052971974,70.1592356687898,80.67394869425604,49.90555166879295
90,Bingourou Kamara,sn SEN,GK,Strasbourg,fr Ligue 1,20,19,1692.0,32.0,1.7,65.1,2.0,10.5,2.0,2.0,0.0,0.0,1996.0,2,0,0.0,6.0,26.7,0.29,-5.3,-0.28,338.0,39.1,168.0,81.5,54.8,450.0,44.7,38.3,0.64,12.6,283.0,6.7,45,0.22183908045977013,38.73702422145329,75.99476439790575,47.39308462238399,49.430556642694455,49.953701798427915
