,Player,Nation,Pos,Squad,Comp,Age,Playing Time_MP,Playing Time_Min,Performance_GA,Performance_GA90,Performance_Save%,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Born,Performance_CrdY,Performance_CrdR,Goals_FK,Goals_CK,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Att,Launched_Cmp%,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Passes_Att,Passes_Launch%,Passes_AvgLen,Sweeper_#OPA/90,Sweeper_AvgDist,Crosses_Opp,Crosses_Stp%,Comp_Score,psxg_score,saving_ability_score_19_20,Distribution_Score_19_20,Ball_Quality_Score_19_20,Positioning_Score_19_20,Sweeper_Score_19_20,short_version,short_name,long_name,player_positions,overall,club_name,age,dob,height_cm,weight_kg,league_name,club_position,nationality_name,pace,shooting,passing,skill_long_passing,skill_ball_control,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,birth_year
0,Adrián,es ESP,GK,Liverpool,eng Premier League,32,11,875,10.0,1.03,63.0,2.0,22.2,0.0,0.0,0.0,0.0,1987,1,0,1.0,1.0,7.5,0.28,-2.5,-0.26,99,36.4,70,27.1,29.2,241,33.2,33.0,1.44,15.3,127,5.5,100,0.13448275862068967,60.17958412098298,46.88079827400215,35.94570928196147,41.355062902148134,57.22738799661877,Adrián,Adrián,Adrián San Miguel del Castillo,GK,76,Liverpool,32,1987-01-03,190,80,eng Premier League,SUB,Spain,,,,32,23,51,69,38,63,20,38,12,32,44,59,79,72,68,72,80,45.0,1987
1,Alisson,br BRA,GK,Liverpool,eng Premier League,26,29,2543,23.0,0.81,72.5,13.0,44.8,1.0,1.0,0.0,0.0,1992,0,1,0.0,1.0,19.7,0.24,-2.3,-0.08,189,45.0,167,27.5,30.9,778,18.4,27.4,2.23,19.2,299,3.3,100,0.1317241379310345,85.81285444234405,53.81769147788565,64.15936952714536,67.20292333242212,72.3396932737592,Alisson,Alisson,Alisson Ramsés Becker,GK,89,Liverpool,26,1992-10-02,191,91,eng Premier League,GK,Brazil,,,,44,30,64,52,32,78,14,27,13,66,23,65,85,84,85,90,89,51.0,1992
2,Emil Audero,it ITA,GK,Sampdoria,it Serie A,22,36,3240,60.0,1.67,67.9,9.0,25.0,8.0,7.0,0.0,1.0,1997,1,0,0.0,10.0,47.9,0.25,-8.1,-0.23,519,36.0,291,61.9,44.6,742,45.7,37.2,0.89,14.0,603,2.7,60,0.2117241379310345,63.35538752362949,68.45037756202805,62.26795096322242,76.97807220467935,49.64557420601377,E. Audero,E. Audero,Emil Audero Mulyadi,GK,77,U.C. Sampdoria,22,1997-01-18,192,83,it Serie A,GK,Italy,,,,19,18,55,65,25,55,19,24,9,30,22,56,80,73,73,74,80,52.0,1997
3,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,29,30,2700,49.0,1.63,69.9,7.0,23.3,7.0,5.0,2.0,0.0,1990,1,0,0.0,4.0,48.5,0.29,1.5,0.05,391,35.0,262,37.4,34.5,1019,28.8,29.9,0.9,13.9,485,3.7,50,0.4009615384615384,61.42722117202268,52.921790722761585,76.8213660245184,80.3339327868924,49.52662721893491,O. Baumann,O. Baumann,Oliver Baumann,GK,82,TSG Hoffenheim,29,1990-06-02,187,82,de Bundesliga,GK,Germany,,,,25,17,53,73,39,69,13,32,10,41,22,52,82,80,70,79,84,49.0,1990
4,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,26,26,2340,36.0,1.38,75.4,4.0,15.4,6.0,4.0,1.0,1.0,1993,0,0,0.0,6.0,41.1,0.28,7.1,0.27,150,34.7,214,25.7,28.9,574,16.6,24.4,0.65,13.3,421,2.6,45,0.7778846153846153,52.46691871455576,45.09924487594391,53.44133099824869,67.14411544379593,46.06146600652095,W. Benítez,W. Benítez,Walter Daniel Benítez,GK,80,OGC Nice,26,1993-01-19,191,91,fr Ligue 1,GK,Argentina,,,,27,14,56,57,42,80,14,28,18,46,25,62,79,79,74,79,82,48.0,1993
5,Etrit Berisha,al ALB,GK,SPAL,it Serie A,30,26,2340,44.0,1.69,74.1,3.0,11.5,6.0,6.0,0.0,0.0,1989,2,0,1.0,2.0,45.4,0.27,3.4,0.13,389,42.2,233,57.9,44.1,642,39.6,34.0,0.81,14.3,419,2.9,60,0.5288461538461539,48.04347826086956,70.87702265372167,57.01401050788091,69.76865098663868,49.558628185001815,E. Berisha,E. Berisha,Etrit Berisha,GK,76,SPAL,30,1989-03-10,194,92,it Serie A,GK,Albania,,,,26,17,50,57,39,64,15,30,12,42,22,59,76,76,67,75,78,28.0,1989
6,Paul Bernardoni,fr FRA,GK,Nîmes,fr Ligue 1,22,25,2204,38.0,1.55,68.5,6.0,24.0,4.0,4.0,0.0,0.0,1997,0,0,0.0,2.0,30.1,0.26,-6.9,-0.28,379,34.3,175,73.1,50.7,530,47.4,37.1,1.06,15.6,265,4.2,45,0.19517241379310346,62.22117202268431,75.1294498381877,51.12959719789843,61.30860940266154,54.47772008211569,P. Bernardoni,P. Bernardoni,Paul Jean François Bernardoni,GK,77,Nîmes Olympique,22,1997-04-18,190,78,fr Ligue 1,GK,France,,,,24,25,55,70,36,68,16,29,15,21,19,55,78,74,73,76,84,29.0,1997
7,Roman Bürki,ch SUI,GK,Dortmund,de Bundesliga,28,31,2770,40.0,1.3,61.1,12.0,38.7,3.0,3.0,0.0,0.0,1990,0,0,0.0,7.0,34.5,0.35,-2.5,-0.08,272,30.9,201,30.3,33.1,847,24.9,30.0,1.46,18.2,309,3.6,50,0.13448275862068967,78.89413988657844,46.94390507011867,67.784588441331,52.570855597491004,63.4283299118464,R. Bürki,R. Bürki,Roman Bürki,GK,85,Borussia Dortmund,28,1990-11-14,187,85,de Bundesliga,GK,Switzerland,,,,24,23,56,74,36,74,14,35,10,50,20,58,86,80,74,83,89,50.0,1990
8,Ludovic Butelle,fr FRA,GK,Angers,fr Ligue 1,36,26,2340,32.0,1.23,65.1,11.0,42.3,3.0,3.0,0.0,0.0,1983,0,0,2.0,1.0,26.7,0.29,-5.3,-0.2,342,34.8,203,72.4,50.6,494,39.5,35.9,0.85,15.1,319,4.7,45,0.17310344827586208,82.97731568998108,75.16073354908306,49.23817863397548,54.39326498981573,51.57529283902911,L. Butelle,L. Butelle,Ludovic Butelle,GK,74,Angers SCO,36,1983-04-03,188,84,fr Ligue 1,GK,France,,,,23,23,49,63,28,69,12,35,15,44,22,59,75,73,65,74,75,32.0,1983
9,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,27,26,2340,38.0,1.46,67.6,5.0,19.2,4.0,4.0,0.0,0.0,1992,1,0,1.0,4.0,34.3,0.29,-3.7,-0.14,420,44.5,178,58.4,45.3,792,39.9,35.5,1.31,16.6,356,5.1,50,0.1510344827586207,56.77693761814744,73.36407766990291,64.89492119089317,58.795562258586585,58.77369882864389,K. Casteels,K. Casteels,Koen Casteels,GK,83,VfL Wolfsburg,27,1992-06-25,197,86,de Bundesliga,GK,Belgium,,,,37,23,59,58,44,72,18,33,15,42,20,40,83,79,79,82,83,45.0,1992
10,Jasper Cillessen,nl NED,GK,Valencia,es La Liga,30,24,2096,30.0,1.29,78.0,5.0,20.8,8.0,6.0,2.0,0.0,1989,1,0,2.0,1.0,29.1,0.2,0.1,0.01,366,31.7,205,68.8,51.3,549,41.0,35.1,0.56,13.8,385,1.6,80,0.3067307692307692,58.59168241965973,72.40830636461703,52.12784588441331,59.813865311004946,46.30117135611641,J. Cillessen,J. Cillessen,Jasper Cillessen,GK,83,Valencia CF,30,1989-04-22,185,83,es La Liga,GK,Netherlands,,,,35,32,59,71,40,67,15,25,11,60,21,61,82,83,78,81,83,52.0,1989
11,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,32,31,2790,55.0,1.77,66.9,5.0,16.1,8.0,7.0,1.0,0.0,1987,1,0,1.0,9.0,45.0,0.27,-7.0,-0.23,268,33.6,205,26.8,27.8,778,27.4,28.8,0.97,13.6,432,4.4,60,0.19655172413793104,53.26086956521739,43.995685005393746,64.15936952714536,53.58078954758898,49.524815843497166,A. Consigli,A. Consigli,Andrea Consigli,GK,81,U.S. Sassuolo Calcio,32,1987-01-27,189,82,it Serie A,GK,Italy,,,,27,23,54,80,31,51,19,11,10,46,21,63,81,82,72,80,83,40.0,1987
12,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,32,28,2520,34.0,1.21,70.4,6.0,21.4,3.0,2.0,1.0,0.0,1987,1,0,0.0,4.0,32.7,0.28,-0.3,-0.01,394,40.4,246,56.1,40.9,637,40.2,34.8,1.0,15.2,434,3.9,45,0.10413793103448277,59.272211720226835,66.9428263214671,56.75131348511384,74.74509109182537,53.11435816930323,B. Costil,B. Costil,Benoît Costil,GK,80,FC Girondins de Bordeaux,31,1987-07-03,187,88,fr Ligue 1,GK,France,,,,33,12,59,49,28,65,15,22,12,44,15,58,81,77,79,79,80,51.0,1987
13,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,27,34,3060,20.0,0.59,79.2,18.0,52.9,0.0,0.0,0.0,0.0,1992,1,0,0.0,4.0,26.7,0.28,6.7,0.2,280,27.1,217,35.9,37.7,865,23.4,30.6,0.97,14.5,403,5.2,80,0.7509615384615385,95.0,49.387270765911545,68.73029772329247,72.09952070698989,51.394155295254194,T. Courtois,T. Courtois,Thibaut Courtois,GK,88,Real Madrid CF,27,1992-05-11,199,96,es La Liga,GK,Belgium,,,,35,23,54,68,38,70,17,23,13,44,27,66,85,89,72,85,87,49.0,1992
14,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,25,16,1440,21.0,1.31,77.5,3.0,18.8,2.0,1.0,1.0,0.0,1994,1,0,0.0,2.0,21.6,0.22,1.6,0.1,224,30.4,156,51.9,39.9,314,45.5,37.0,0.44,10.6,274,4.4,60,0.4076923076923077,56.32325141776937,58.306364617044224,39.78108581436077,62.44493921503547,38.589542325806065,A. Cragno,A. Cragno,Alessio Cragno,GK,81,Cagliari,25,1994-06-28,184,78,it Serie A,GK,Italy,,,,25,21,52,74,43,55,17,33,15,42,31,59,84,78,69,76,88,39.0,1994
15,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,27,35,3150,51.0,1.46,61.5,10.0,28.6,5.0,4.0,1.0,0.0,1992,3,0,2.0,3.0,45.8,0.35,-4.2,-0.12,822,32.4,244,95.9,70.9,815,72.1,51.6,2.14,17.9,419,5.7,80,0.15793103448275864,67.43856332703214,95.0,66.10332749562171,60.924901006098096,68.84071971984059,M. Dmitrović,M. Dmitrović,Marko Dmitrović,GK,80,SD Eibar,27,1992-01-24,194,94,es La Liga,GK,Serbia,,,,40,9,59,50,45,79,17,20,9,45,9,59,76,79,78,81,81,37.0,1992
16,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,20,36,3201,42.0,1.18,73.0,12.0,33.3,8.0,4.0,4.0,0.0,1999,3,0,0.0,4.0,39.7,0.23,-1.3,-0.04,406,43.6,259,47.1,36.9,878,32.3,31.3,1.04,13.9,473,5.7,60,0.11793103448275863,72.76937618147448,63.39050701186623,69.41330998248687,80.26443934798218,50.769230769230774,G. Donnarumma,G. Donnarumma,Gianluigi Donnarumma,GK,85,AC Milan,20,1999-02-25,196,90,it Serie A,GK,Italy,,,,24,28,56,72,34,72,18,30,14,50,24,68,90,80,74,80,90,50.0,1999
17,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,21,31,2790,43.0,1.39,73.4,8.0,25.8,8.0,6.0,2.0,0.0,1997,1,0,2.0,5.0,42.7,0.25,-0.3,-0.01,338,32.2,221,46.2,39.1,677,34.9,33.6,0.97,14.2,440,3.0,60,0.10413793103448277,64.26275992438563,57.07605177993527,58.85288966725044,56.2419772751473,50.77104214466852,B. Drągowski,B. Drągowski,Bartłomiej Drągowski,GK,73,Fiorentina,21,1997-08-19,188,74,it Serie A,GK,Poland,,,,32,18,53,57,34,56,18,19,15,62,21,65,71,69,70,72,76,44.0,1997
18,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,30,38,3420,58.0,1.53,71.3,11.0,28.9,2.0,2.0,0.0,0.0,1989,0,0,3.0,8.0,63.0,0.32,7.0,0.18,750,38.4,340,86.8,58.3,749,60.7,42.0,0.68,11.6,686,3.1,100,0.7711538461538461,67.77882797731569,87.45900755124056,62.635726795096325,67.93469671655954,42.796763675884556,M. Dúbravka,M. Dúbravka,Martin Dúbravka,GK,80,Newcastle United,30,1989-01-15,190,80,eng Premier League,GK,Slovakia,,,,45,35,61,75,40,60,17,26,10,54,20,59,77,80,81,79,81,46.0,1989
19,Ederson,br BRA,GK,Manchester City,eng Premier League,25,35,3071,28.0,0.82,73.7,16.0,45.7,3.0,3.0,0.0,0.0,1993,3,1,1.0,4.0,29.6,0.29,2.6,0.08,183,40.4,139,27.3,30.0,939,15.4,26.0,1.85,19.3,260,5.4,100,0.475,86.8336483931947,50.118122977346275,72.61821366024517,48.22661897606774,69.17461659219902,Ederson,Ederson,Ederson Santana de Moraes,GK,88,Manchester City,25,1993-08-17,188,86,eng Premier League,GK,Brazil,,,,58,40,70,66,41,68,18,38,20,70,17,70,86,82,93,86,88,63.0,1993
20,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,34,25,2117,34.0,1.45,70.2,5.0,20.0,4.0,3.0,1.0,0.0,1985,1,0,1.0,2.0,32.1,0.27,0.1,0.0,455,41.5,192,86.5,58.6,480,60.2,43.5,0.34,10.3,382,2.9,100,0.3067307692307692,57.68431001890359,89.60248112189859,48.50262697022767,65.6214618903834,37.07885521072335,Ł. Fabiański,Ł. Fabiański,Łukasz Fabiański,GK,82,West Ham United,34,1985-04-18,190,83,eng Premier League,GK,Poland,,,,32,22,53,68,25,65,20,43,15,52,22,63,80,83,70,82,84,48.0,1985
21,Ben Foster,eng ENG,GK,Watford,eng Premier League,36,38,3420,64.0,1.68,68.5,9.0,23.7,9.0,8.0,1.0,0.0,1983,1,0,3.0,7.0,62.6,0.31,1.6,0.04,923,32.7,295,91.2,62.2,912,71.7,46.9,1.45,15.9,581,5.2,100,0.4076923076923077,61.880907372400756,87.78532901833873,71.19964973730298,60.16234128128216,58.56237169423983,B. Foster,B. Foster,Ben Foster,GK,80,Watford,36,1983-04-03,193,90,eng Premier League,GK,England,,,,32,25,55,73,32,57,14,15,14,42,41,63,79,79,73,78,81,49.0,1983
22,Gabriel,br BRA,GK,Lecce,it Serie A,26,34,2997,76.0,2.28,70.9,2.0,5.9,12.0,10.0,2.0,0.0,1992,4,0,1.0,9.0,70.4,0.27,-2.6,-0.08,310,40.0,326,33.4,30.7,646,31.1,32.0,0.45,11.0,597,4.5,60,0.13586206896551725,41.69187145557656,52.33387270765911,57.22416812609457,72.13878823618055,39.509117256370004,Gabriel,Gabriel,Gabriel Vasconelos Ferreira,GK,75,Lecce,26,1992-09-27,193,90,it Serie A,GK,Brazil,,,,17,23,51,72,34,60,19,28,10,45,22,65,77,73,68,73,79,36.0,1992
23,Paulo Gazzaniga,ar ARG,GK,Tottenham,eng Premier League,27,18,1613,26.0,1.45,72.0,2.0,11.8,4.0,3.0,1.0,0.0,1992,1,0,1.0,2.0,22.6,0.23,-2.4,-0.13,232,26.7,142,64.8,48.5,377,37.1,33.3,0.89,17.6,262,2.7,100,0.13310344827586207,48.38374291115312,65.91423948220066,43.09106830122592,52.0435647892437,57.122932013041904,P. Gazzaniga,P. Gazzaniga,Paulo Dino Gazzaniga,GK,75,Tottenham Hotspur,27,1992-01-02,196,90,eng Premier League,SUB,Argentina,,,,49,20,63,66,45,67,19,32,13,52,41,55,76,74,84,75,78,64.0,1992
24,Rafał Gikiewicz,pl POL,GK,Union Berlin,de Bundesliga,31,33,2970,54.0,1.64,67.9,8.0,24.2,4.0,3.0,1.0,0.0,1987,0,0,0.0,7.0,48.9,0.29,-4.1,-0.12,823,45.4,269,81.0,56.7,1079,56.1,41.7,1.12,13.4,518,6.2,50,0.15655172413793103,62.44801512287334,89.0782092772384,79.97373029772329,77.65507280309507,50.44076802318561,R. Gikiewicz,R. Gikiewicz,Rafał Gikiewicz,GK,75,1. FC Union Berlin,31,1987-10-26,190,81,de Bundesliga,GK,Poland,,,,20,19,56,66,20,68,13,22,12,48,19,31,76,73,75,74,78,28.0,1987
25,Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,24,33,2884,42.0,1.31,70.0,8.0,24.2,6.0,6.0,0.0,0.0,1995,3,0,2.0,4.0,36.7,0.26,-2.3,-0.07,381,43.3,208,64.9,50.0,766,32.1,34.0,1.78,18.1,314,1.6,60,0.1317241379310345,62.44801512287334,77.88187702265371,63.52889667250438,43.88361530275415,66.06086221470838,P. Gollini,P. Gollini,Pierluigi Gollini,GK,76,Atalanta,24,1995-03-18,194,90,it Serie A,GK,Italy,,,,25,24,50,52,40,68,17,19,12,30,21,63,77,72,67,76,78,47.0,1995
26,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,29,32,2880,34.0,1.06,72.4,10.0,31.3,2.0,2.0,0.0,0.0,1990,0,0,0.0,7.0,36.5,0.3,2.5,0.08,333,35.1,227,32.6,33.7,1032,25.1,29.9,2.13,18.5,400,4.5,50,0.46826923076923077,70.50094517958412,50.868932038834956,77.50437828371278,63.34469243860322,69.99818862456226,P. Gulácsi,P. Gulácsi,Péter Gulácsi,GK,85,RB Leipzig,29,1990-05-06,192,86,de Bundesliga,GK,Hungary,,,,25,25,61,67,35,74,12,34,11,42,24,45,84,86,81,84,86,43.0,1990
27,Régis Gurtner,fr FRA,GK,Amiens,fr Ligue 1,32,28,2520,50.0,1.79,65.5,5.0,17.9,1.0,1.0,0.0,0.0,1986,0,0,1.0,12.0,40.8,0.29,-8.2,-0.29,462,42.0,255,76.1,51.0,562,47.7,38.4,0.36,11.8,425,2.4,45,0.21310344827586206,55.30245746691871,81.38565264293419,52.8108581436077,43.54851495136393,40.371935756551146,R. Gurtner,R. Gurtner,Régis Gurtner,GK,77,Amiens SC,32,1986-12-08,182,82,fr Ligue 1,GK,France,,,,30,28,56,72,38,68,8,35,6,27,24,61,78,75,74,75,79,45.0,1986
28,Tom Heaton,eng ENG,GK,Aston Villa,eng Premier League,33,20,1794,35.0,1.76,68.6,4.0,20.0,3.0,3.0,0.0,0.0,1986,0,0,1.0,7.0,28.4,0.26,-5.6,-0.28,358,31.3,195,67.7,50.5,431,52.4,39.5,0.65,12.1,379,2.9,100,0.17724137931034484,57.68431001890359,71.24379719525349,45.928196147110334,51.9983193298242,43.569013404178236,T. Heaton,T. Heaton,Tom Heaton,GK,80,Aston Villa,33,1986-04-15,187,92,eng Premier League,GK,England,,,,37,28,56,73,40,66,12,31,12,46,24,62,79,78,74,81,82,55.0,1986
29,Dean Henderson,eng ENG,GK,Sheffield Utd,eng Premier League,22,36,3240,33.0,0.92,75.0,13.0,36.1,3.0,1.0,1.0,1.0,1997,2,0,0.0,2.0,39.2,0.31,6.2,0.17,833,31.2,261,97.3,69.1,779,74.3,51.9,0.64,12.5,552,3.6,100,0.7173076923076922,75.94517958412098,93.45738942826321,64.21190893169877,93.09468418781411,44.311073541842774,D. Henderson,D. Henderson,Dean Henderson,GK,75,Sheffield United,22,1997-03-12,190,85,eng Premier League,GK,England,,,,40,32,54,63,34,60,6,21,8,33,16,56,75,71,72,73,76,49.0,1997
30,Timo Horn,de GER,GK,Köln,de Bundesliga,26,34,3060,69.0,2.03,58.3,6.0,17.6,6.0,4.0,2.0,0.0,1993,0,0,1.0,11.0,54.8,0.32,-12.2,-0.36,552,48.9,297,44.8,38.4,901,46.5,37.9,0.68,11.8,479,4.2,50,0.2682758620689655,54.96219281663517,67.13268608414239,70.6217162872154,53.406532881418414,43.21217244294168,T. Horn,T. Horn,Timo Horn,GK,81,1. FC Köln,26,1993-05-12,192,90,de Bundesliga,GK,Germany,,,,32,22,59,64,31,67,17,41,15,55,21,25,82,80,79,78,84,48.0,1993
31,Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,29,34,3060,44.0,1.29,70.6,10.0,29.4,2.0,2.0,0.0,0.0,1989,1,0,1.0,4.0,48.1,0.33,4.1,0.12,498,36.1,232,35.8,35.9,1365,30.4,32.3,1.62,16.7,365,3.8,50,0.5759615384615384,68.34593572778827,54.0631067961165,95.0,58.97523642402706,61.73288250211328,L. Hrádecký,L. Hrádecký,Lukáš Hrádecký,GK,83,Bayer 04 Leverkusen,29,1989-11-24,192,85,de Bundesliga,GK,Finland,,,,20,20,52,69,34,55,14,31,9,53,20,48,85,79,69,82,86,41.0,1989
32,Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,34,29,2547,46.0,1.63,72.7,9.0,31.0,7.0,7.0,0.0,0.0,1984,1,1,3.0,5.0,42.2,0.25,-1.8,-0.06,563,46.5,224,73.2,50.6,786,50.8,39.2,0.71,12.0,458,7.2,50,0.12482758620689656,70.16068052930056,83.1229773462783,64.57968476357269,52.96603414768103,43.893853399347904,R. Jarstein,R. Jarstein,Rune Almenning Jarstein,GK,83,Hertha BSC,34,1984-09-29,190,86,de Bundesliga,GK,Norway,,,,34,23,57,59,31,70,18,34,15,37,13,55,79,82,76,86,84,43.0,1984
33,Jesse Joronen,fi FIN,GK,Brescia,it Serie A,26,29,2610,59.0,2.03,72.4,5.0,17.2,10.0,9.0,1.0,0.0,1993,1,0,0.0,8.0,53.6,0.25,-2.4,-0.08,380,36.3,275,43.6,38.3,579,44.9,36.9,0.41,9.0,530,3.2,60,0.13310344827586207,54.50850661625709,58.379180151024805,53.70402802101576,74.42941901367887,35.0,J. Joronen,J. Joronen,Jesse Pekka Joronen,GK,71,Brescia,26,1993-03-21,197,89,it Serie A,GK,Finland,,,,20,16,50,37,33,60,13,37,14,43,14,52,74,70,67,71,71,39.0,1993
34,Florian Kastenmeier,de GER,GK,Düsseldorf,de Bundesliga,22,17,1530,31.0,1.82,62.8,2.0,11.8,3.0,2.0,1.0,0.0,1997,0,0,0.0,3.0,25.2,0.3,-2.8,-0.17,287,40.1,112,54.5,45.1,509,44.4,38.0,1.18,15.8,207,2.9,50,0.13862068965517244,48.38374291115312,69.05070118662351,50.02626970227671,51.32113192108881,55.958217606569264,F. Kastenmeier,F. Kastenmeier,Florian Kastenmeier,GK,56,Fortuna Düsseldorf,22,1997-06-28,192,84,de Bundesliga,SUB,Germany,,,,19,18,44,38,25,61,9,16,8,40,12,23,63,53,58,53,54,25.0,1997
35,Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,26,24,2160,51.0,2.12,58.2,4.0,16.7,1.0,0.0,1.0,0.0,1992,2,0,0.0,3.0,42.7,0.35,-6.3,-0.26,457,31.7,212,70.8,53.4,623,49.3,40.3,1.42,15.7,366,3.6,50,0.18689655172413794,53.94139886578449,74.48220064724919,56.01576182136603,69.58927571770968,57.880690737833596,T. Koubek,T. Koubek,Tomáš Koubek,GK,77,FC Augsburg,26,1992-08-26,197,95,de Bundesliga,GK,Czech Republic,,,,20,20,54,53,33,79,17,31,12,39,20,54,78,77,72,75,78,41.0,1992
36,Tim Krul,nl NED,GK,Norwich City,eng Premier League,31,36,3240,68.0,1.89,66.7,5.0,13.9,5.0,3.0,2.0,0.0,1988,4,0,1.0,11.0,60.5,0.29,-4.5,-0.12,598,28.3,332,45.5,39.0,1248,35.8,34.6,0.64,12.7,653,4.4,100,0.1620689655172414,50.765595463138,54.21197411003236,88.85288966725044,73.03708433925502,44.72648230889989,T. Krul,T. Krul,Tim Krul,GK,73,Norwich City,31,1988-04-03,188,74,eng Premier League,GK,Netherlands,,,,25,25,51,69,36,63,14,36,11,52,42,57,74,72,68,68,75,39.0,1988
37,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,20,27,2430,29.0,1.07,72.6,10.0,37.0,6.0,3.0,2.0,1.0,1999,3,0,0.0,2.0,26.6,0.23,-1.4,-0.05,452,32.5,187,75.9,51.5,695,44.6,36.5,1.15,15.5,379,2.4,45,0.1193103448275862,76.96597353497165,75.40560949298813,59.79859894921191,72.9384484904792,55.068832266634466,A. Lafont,A. Lafont,Alban Lafont,GK,79,FC Nantes,20,1999-01-23,193,82,fr Ligue 1,GK,France,,,,38,10,53,73,40,70,9,20,4,47,16,59,80,77,71,76,83,46.0,1999
38,Gautier Larsonneur,fr FRA,GK,Brest,fr Ligue 1,22,27,2398,34.0,1.28,76.5,7.0,25.9,5.0,3.0,2.0,0.0,1997,2,0,0.0,4.0,41.4,0.28,7.4,0.28,373,34.3,235,39.1,35.2,783,35.9,35.2,1.05,13.5,454,4.2,45,0.798076923076923,64.37618147448015,53.49244875943904,64.42206654991243,77.17814605702573,50.027170631566236,G. Larsonneur,G. Larsonneur,Gautier Larsonneur,GK,73,Stade Brestois 29,22,1997-02-23,181,70,fr Ligue 1,GK,France,,,,26,22,50,70,35,59,12,22,17,25,21,51,74,75,66,68,76,50.0,1997
39,Benjamin Lecomte,fr FRA,GK,Monaco,fr Ligue 1,28,28,2520,44.0,1.57,71.6,7.0,25.0,6.0,6.0,0.0,0.0,1991,1,0,0.0,7.0,42.1,0.28,-0.9,-0.03,337,43.3,212,55.2,42.3,637,34.5,33.0,1.39,15.8,394,5.1,45,0.11241379310344829,63.35538752362949,69.49892125134843,56.75131348511384,63.05483754663251,57.822122932013045,B. Lecomte,B. Lecomte,Benjamin Lecomte,GK,82,AS Monaco,28,1991-04-26,186,78,fr Ligue 1,GK,France,,,,21,23,59,62,34,55,10,23,10,41,20,63,82,78,78,81,83,42.0,1991
